ID	SYMBOL	CHROMOSOME	START	STOP	BIOTYPE
ENSG00000172818	OVOL1	11	65787063	65797214	gene
ENSG00000255120	OVOL1-AS1	11	65789051	65790868	gene
ENSG00000125850	OVOL2	20	17956979	18059188	gene
ENSG00000105261	OVOL3	19	36111151	36113711	gene
ENSG00000155463	OXA1L	14	22766522	22773042	gene
ENSG00000083720	OXCT1	5	41730065	41870425	gene
ENSG00000248668	OXCT1-AS1	5	41869927	41872241	gene
ENSG00000198754	OXCT2	1	39769523	39771348	gene
ENSG00000237624	OXCT2P1	1	39514956	39516490	gene
ENSG00000162881	OXER1	2	42762481	42764261	gene
ENSG00000165621	OXGR1	13	96985713	96994730	gene
ENSG00000204237	OXLD1	17	81665036	81666635	gene
ENSG00000154814	OXNAD1	3	16265160	16350299	gene
ENSG00000164830	OXR1	8	106270144	106752694	gene
ENSG00000151093	OXSM	3	25782917	25794534	gene
ENSG00000172939	OXSR1	3	38165089	38255484	gene
ENSG00000101405	OXT	20	3071620	3072517	gene
ENSG00000180914	OXTR	3	8750381	8769628	gene
ENSG00000108405	P2RX1	17	3896592	3916476	gene
ENSG00000187848	P2RX2	12	132618776	132622388	gene
ENSG00000109991	P2RX3	11	57338352	57372396	gene
ENSG00000135124	P2RX4	12	121209861	121234106	gene
ENSG00000083454	P2RX5	17	3672199	3696240	gene
ENSG00000257950	P2RX5-TAX1BP3	17	3663063	3696194	gene
ENSG00000099957	P2RX6	22	21009808	21028830	gene
ENSG00000206145	P2RX6P	22	21035243	21045017	gene
ENSG00000089041	P2RX7	12	121132819	121188032	gene
ENSG00000169860	P2RY1	3	152835131	152841439	gene
ENSG00000078589	P2RY10	X	78945332	78963727	gene
ENSG00000232168	P2RY10BP	X	79084936	79085848	gene
ENSG00000244165	P2RY11	19	10111693	10115372	gene
ENSG00000169313	P2RY12	3	151336843	151384753	gene
ENSG00000181631	P2RY13	3	151326312	151329549	gene
ENSG00000174944	P2RY14	3	151212117	151278542	gene
ENSG00000175591	P2RY2	11	73218281	73242427	gene
ENSG00000186912	P2RY4	X	70258166	70260204	gene
ENSG00000171631	P2RY6	11	73264498	73305103	gene
ENSG00000182162	P2RY8	X	1462581	1537185	gene
ENSG00000117385	P3H1	1	42746335	42767084	gene
ENSG00000090530	P3H2	3	189956728	190122437	gene
ENSG00000225764	P3H2-AS1	3	190120964	190145107	gene
ENSG00000110811	P3H3	12	6828407	6839847	gene
ENSG00000141696	P3H4	17	41801947	41812604	gene
ENSG00000250719	P3R3URF	1	46175486	46176488	gene
ENSG00000278139	P3R3URF-PIK3R3	1	46043661	46176488	gene
ENSG00000122884	P4HA1	10	73007217	73096974	gene
ENSG00000072682	P4HA2	5	132190147	132295315	gene
ENSG00000237714	P4HA2-AS1	5	132184876	132192808	gene
ENSG00000149380	P4HA3	11	74235801	74311640	gene
ENSG00000246211	P4HA3-AS1	11	74311362	74324705	gene
ENSG00000185624	P4HB	17	81843159	81860856	gene
ENSG00000178467	P4HTM	3	48989889	49007153	gene
ENSG00000170515	PA2G4	12	56104537	56113910	gene
ENSG00000237828	PA2G4P1	X	120868611	120869807	gene
ENSG00000235698	PA2G4P2	20	12380056	12381255	gene
ENSG00000263405	PA2G4P3	18	27452514	27453657	gene
ENSG00000230457	PA2G4P4	3	156809551	156810732	gene
ENSG00000225580	PA2G4P5	6	112616703	112617880	gene
ENSG00000231799	PA2G4P6	9	89449558	89450754	gene
ENSG00000175575	PAAF1	11	73876699	73931114	gene
ENSG00000187866	PABIR1	9	68780065	68785566	gene
ENSG00000156504	PABIR2	X	134769566	134797232	gene
ENSG00000156500	PABIR3	X	134796395	134854835	gene
ENSG00000070756	PABPC1	8	100685816	100722809	gene
ENSG00000101104	PABPC1L	20	44910060	44959035	gene
ENSG00000186288	PABPC1L2A	X	73077276	73079512	gene
ENSG00000184388	PABPC1L2B	X	73002939	73006106	gene
ENSG00000226725	PABPC1L2B-AS1	X	72998388	73002856	gene
ENSG00000231707	PABPC1P1	4	39973444	39974338	gene
ENSG00000239443	PABPC1P10	3	155309427	155309807	gene
ENSG00000228810	PABPC1P11	9	17589161	17591318	gene
ENSG00000225638	PABPC1P12	10	38635908	38638082	gene
ENSG00000260307	PABPC1P13	16	32439069	32441159	gene
ENSG00000198526	PABPC1P2	2	146587506	146589310	gene
ENSG00000230673	PABPC1P3	X	74583088	74583546	gene
ENSG00000255642	PABPC1P4	12	63822021	63823895	gene
ENSG00000270455	PABPC1P5	Y	11335627	11337693	gene
ENSG00000227497	PABPC1P6	2	91877969	91880195	gene
ENSG00000250651	PABPC1P7	4	102896725	102898237	gene
ENSG00000228755	PABPC1P8	10	42279734	42281819	gene
ENSG00000229658	PABPC1P9	22	16423943	16426031	gene
ENSG00000151846	PABPC3	13	25096136	25099254	gene
ENSG00000090621	PABPC4	1	39560709	39576790	gene
ENSG00000228060	PABPC4-AS1	1	39565052	39573860	gene
ENSG00000254535	PABPC4L	4	134196333	134201789	gene
ENSG00000174740	PABPC5	X	91434595	91438584	gene
ENSG00000234161	PABPC5-AS1	X	91414878	91434999	gene
ENSG00000100836	PABPN1	14	23321457	23326163	gene
ENSG00000205022	PABPN1L	16	88863333	88866660	gene
ENSG00000213018	PABPN1P1	X	71420083	71420514	gene
ENSG00000255875	PABPN1P2	19	52809824	52810708	gene
ENSG00000065600	PACC1	1	212363928	212414901	gene
ENSG00000273129	PACERR	1	186680622	186683165	gene
ENSG00000112530	PACRG	6	162727132	163315492	gene
ENSG00000281692	PACRG-AS1	6	163306907	163324530	gene
ENSG00000225437	PACRG-AS2	6	163042557	163054161	gene
ENSG00000225683	PACRG-AS3	6	163163830	163192038	gene
ENSG00000163138	PACRGL	4	20696282	20752907	gene
ENSG00000175115	PACS1	11	66070272	66244744	gene
ENSG00000179364	PACS2	14	105300563	105398147	gene
ENSG00000124507	PACSIN1	6	34466061	34535229	gene
ENSG00000100266	PACSIN2	22	42835412	43015149	gene
ENSG00000165912	PACSIN3	11	47177522	47186443	gene
ENSG00000142623	PADI1	1	17205128	17246007	gene
ENSG00000117115	PADI2	1	17066761	17119451	gene
ENSG00000142619	PADI3	1	17249098	17284233	gene
ENSG00000159339	PADI4	1	17308195	17364004	gene
ENSG00000276747	PADI6	1	17372196	17401699	gene
ENSG00000122133	PAEP	9	135561756	135566955	gene
ENSG00000224045	PAEPP1	9	135588002	135591975	gene
ENSG00000006712	PAF1	19	39385629	39391154	gene
ENSG00000007168	PAFAH1B1	17	2593210	2685615	gene
ENSG00000214354	PAFAH1B1P1	2	87565828	87566764	gene
ENSG00000223973	PAFAH1B1P2	2	111383752	111384992	gene
ENSG00000168092	PAFAH1B2	11	117144284	117176894	gene
ENSG00000214111	PAFAH1B2P1	X	25029545	25030235	gene
ENSG00000257501	PAFAH1B2P2	12	97713412	97761859	gene
ENSG00000079462	PAFAH1B3	19	42297033	42303546	gene
ENSG00000158006	PAFAH2	1	25959767	25998117	gene
ENSG00000076641	PAG1	8	80967810	81112068	gene
ENSG00000068985	PAGE1	X	49687447	49695984	gene
ENSG00000234068	PAGE2	X	55089018	55092842	gene
ENSG00000238269	PAGE2B	X	55075030	55078909	gene
ENSG00000204279	PAGE3	X	55258415	55264916	gene
ENSG00000101951	PAGE4	X	49829260	49834264	gene
ENSG00000158639	PAGE5	X	55220346	55224108	gene
ENSG00000280789	PAGR1	16	29816152	29822489	gene
ENSG00000171759	PAH	12	102836889	102958410	gene
ENSG00000128050	PAICS	4	56435741	56464578	gene
ENSG00000226055	PAICSP1	9	37878116	37879493	gene
ENSG00000228595	PAICSP2	9	91611343	91612492	gene
ENSG00000226840	PAICSP3	6	73327524	73329017	gene
ENSG00000254244	PAICSP4	8	4787332	4788584	gene
ENSG00000229877	PAICSP5	7	143545186	143546735	gene
ENSG00000241136	PAICSP6	7	143782667	143784284	gene
ENSG00000232293	PAICSP7	X	94636663	94639570	gene
ENSG00000172239	PAIP1	5	43526267	43557758	gene
ENSG00000233892	PAIP1P1	6	30186798	30188614	gene
ENSG00000120727	PAIP2	5	139341587	139369720	gene
ENSG00000124374	PAIP2B	2	71182738	71227103	gene
ENSG00000149269	PAK1	11	77322017	77474635	gene
ENSG00000111845	PAK1IP1	6	10694972	10709782	gene
ENSG00000180370	PAK2	3	196739857	196832647	gene
ENSG00000077264	PAK3	X	110944285	111227361	gene
ENSG00000130669	PAK4	19	39125770	39182816	gene
ENSG00000101349	PAK5	20	9537370	9839076	gene
ENSG00000137843	PAK6	15	40217428	40277487	gene
ENSG00000083093	PALB2	16	23603160	23641310	gene
ENSG00000107719	PALD1	10	70478767	70568450	gene
ENSG00000129116	PALLD	4	168497052	168928457	gene
ENSG00000249623	PALLD-AS1	4	168647896	168648587	gene
ENSG00000099864	PALM	19	708935	748329	gene
ENSG00000157654	PALM2AKAP2	9	109498325	110172512	gene
ENSG00000187867	PALM3	19	14053363	14062076	gene
ENSG00000099260	PALMD	1	99646113	99694541	gene
ENSG00000145730	PAM	5	102753981	103029730	gene
ENSG00000217930	PAM16	16	4331549	4355607	gene
ENSG00000149090	PAMR1	11	35431823	35530300	gene
ENSG00000135473	PAN2	12	56316223	56334053	gene
ENSG00000152520	PAN3	13	28138506	28295335	gene
ENSG00000261485	PAN3-AS1	13	28136843	28138193	gene
ENSG00000250103	PANCR	4	110595513	110615458	gene
ENSG00000281450	PANDAR	6	36673621	36675126	gene
ENSG00000152782	PANK1	10	89582988	89645418	gene
ENSG00000125779	PANK2	20	3888839	3929887	gene
ENSG00000229539	PANK2-AS1	20	3888239	3888868	gene
ENSG00000120137	PANK3	5	168548495	168579368	gene
ENSG00000157881	PANK4	1	2508537	2526597	gene
ENSG00000233639	PANTR1	2	104794848	104853183	gene
ENSG00000110218	PANX1	11	94128841	94181968	gene
ENSG00000073150	PANX2	22	50170731	50180295	gene
ENSG00000154143	PANX3	11	124611428	124620356	gene
ENSG00000148832	PAOX	10	133379261	133391694	gene
ENSG00000100767	PAPLN	14	73237497	73274640	gene
ENSG00000090060	PAPOLA	14	96501433	96567116	gene
ENSG00000260806	PAPOLA-DT	14	96500810	96502321	gene
ENSG00000218823	PAPOLB	7	4857738	4862030	gene
ENSG00000115421	PAPOLG	2	60756253	60802086	gene
ENSG00000182752	PAPPA	9	116153791	116402321	gene
ENSG00000116183	PAPPA2	1	176463171	176845601	gene
ENSG00000256040	PAPPA-AS1	9	116398157	116400606	gene
ENSG00000226604	PAPPA-AS2	9	116285829	116288769	gene
ENSG00000138801	PAPSS1	4	107590276	107720234	gene
ENSG00000198682	PAPSS2	10	87659613	87747705	gene
ENSG00000163291	PAQR3	4	78887127	78939438	gene
ENSG00000162073	PAQR4	16	2969270	2973484	gene
ENSG00000137819	PAQR5	15	69298912	69407780	gene
ENSG00000261634	PAQR5-DT	15	69278328	69298795	gene
ENSG00000160781	PAQR6	1	156243320	156248117	gene
ENSG00000182749	PAQR7	1	25861484	25875708	gene
ENSG00000170915	PAQR8	6	52361421	52407777	gene
ENSG00000188582	PAQR9	3	142949164	142963674	gene
ENSG00000241570	PAQR9-AS1	3	142960650	143001559	gene
ENSG00000243961	PARAL1	20	9986088	10007116	gene
ENSG00000148498	PARD3	10	34109560	34815325	gene
ENSG00000226386	PARD3-AS1	10	34815767	34816386	gene
ENSG00000116117	PARD3B	2	204545475	205620162	gene
ENSG00000102981	PARD6A	16	67660946	67662774	gene
ENSG00000124171	PARD6B	20	50731580	50756795	gene
ENSG00000237025	PARD6BP1	X	123878590	123879296	gene
ENSG00000178184	PARD6G	18	80157232	80247514	gene
ENSG00000267270	PARD6G-AS1	18	80147924	80179839	gene
ENSG00000227345	PARG	10	49818279	49970203	gene
ENSG00000239883	PARGP1	10	45854093	45972154	gene
ENSG00000116288	PARK7	1	7954291	7985505	gene
ENSG00000257243	PARK7P1	12	49595148	49595688	gene
ENSG00000237631	PARK7P2	9	95918136	95918704	gene
ENSG00000175193	PARL	3	183829271	183884933	gene
ENSG00000169116	PARM1	4	74933095	75050115	gene
ENSG00000249717	PARM1-AS1	4	74955974	74970362	gene
ENSG00000140694	PARN	16	14435700	14632728	gene
ENSG00000143799	PARP1	1	226360210	226408154	gene
ENSG00000178685	PARP10	8	143977153	144012772	gene
ENSG00000111224	PARP11	12	3791047	3873448	gene
ENSG00000256862	PARP11-AS1	12	3871579	3910382	gene
ENSG00000059378	PARP12	7	140023749	140062951	gene
ENSG00000173193	PARP14	3	122680839	122730840	gene
ENSG00000173200	PARP15	3	122577628	122639047	gene
ENSG00000138617	PARP16	15	65234460	65300618	gene
ENSG00000227105	PARP1P1	13	110936759	110939784	gene
ENSG00000258995	PARP1P2	14	63123007	63123201	gene
ENSG00000129484	PARP2	14	20343615	20357904	gene
ENSG00000041880	PARP3	3	51942345	51948867	gene
ENSG00000102699	PARP4	13	24420931	24512778	gene
ENSG00000237917	PARP4P1	Y	26594851	26634652	gene
ENSG00000224976	PARP4P2	13	19349137	19407962	gene
ENSG00000249263	PARP4P3	22	16653892	16659628	gene
ENSG00000137817	PARP6	15	72241181	72272999	gene
ENSG00000151883	PARP8	5	50665899	50846519	gene
ENSG00000138496	PARP9	3	122527924	122564577	gene
ENSG00000185480	PARPBP	12	102120183	102197520	gene
ENSG00000162396	PARS2	1	54756898	54764523	gene
ENSG00000152931	PART1	5	60487713	60548813	gene
ENSG00000286532	PARTICL	2	85537462	85538666	gene
ENSG00000197702	PARVA	11	12377563	12535356	gene
ENSG00000188677	PARVB	22	43999211	44172939	gene
ENSG00000138964	PARVG	22	44172956	44219533	gene
ENSG00000166049	PASD1	X	151563675	151676739	gene
ENSG00000115687	PASK	2	241106099	241150264	gene
ENSG00000171053	PATE1	11	125746279	125749867	gene
ENSG00000196844	PATE2	11	125776113	125778828	gene
ENSG00000236027	PATE3	11	125788127	125791600	gene
ENSG00000237353	PATE4	11	125833316	125840072	gene
ENSG00000132849	PATJ	1	61742477	62178675	gene
ENSG00000271200	PATJ-DT	1	61741998	61742424	gene
ENSG00000166889	PATL1	11	59636716	59669037	gene
ENSG00000229474	PATL2	15	44665732	44711323	gene
ENSG00000100105	PATZ1	22	31325804	31346346	gene
ENSG00000281880	PAUPAR	11	31812307	32002405	gene
ENSG00000177425	PAWR	12	79574979	79690964	gene
ENSG00000225533	PAWRP1	10	95183653	95184217	gene
ENSG00000125813	PAX1	20	21705659	21718481	gene
ENSG00000075891	PAX2	10	100735396	100829944	gene
ENSG00000135903	PAX3	2	222199887	222298998	gene
ENSG00000106331	PAX4	7	127610292	127618142	gene
ENSG00000196092	PAX5	9	36833269	37034268	gene
ENSG00000007372	PAX6	11	31784779	31817961	gene
ENSG00000009709	PAX7	1	18630846	18748866	gene
ENSG00000125618	PAX8	2	113215997	113278921	gene
ENSG00000189223	PAX8-AS1	2	113211421	113276581	gene
ENSG00000198807	PAX9	14	36657568	36679362	gene
ENSG00000159086	PAXBP1	21	32733899	32771792	gene
ENSG00000238197	PAXBP1-AS1	21	32728097	32747065	gene
ENSG00000233489	PAXBP1P1	7	153449429	153449875	gene
ENSG00000157212	PAXIP1	7	154943687	155003124	gene
ENSG00000214106	PAXIP1-AS2	7	154928460	154952188	gene
ENSG00000273344	PAXIP1-DT	7	155003448	155005703	gene
ENSG00000148362	PAXX	9	136992422	136993984	gene
ENSG00000102390	PBDC1	X	76173040	76178314	gene
ENSG00000168078	PBK	8	27809624	27838082	gene
ENSG00000108187	PBLD	10	68282660	68333049	gene
ENSG00000254440	PBOV1	6	138215986	138218491	gene
ENSG00000163939	PBRM1	3	52545352	52685917	gene
ENSG00000185630	PBX1	1	164555584	164899296	gene
ENSG00000233693	PBX1-AS1	1	164769116	164774641	gene
ENSG00000204304	PBX2	6	32184733	32190202	gene
ENSG00000244171	PBX2P1	3	143176327	143177617	gene
ENSG00000167081	PBX3	9	125747345	125967377	gene
ENSG00000105717	PBX4	19	19561707	19618693	gene
ENSG00000163346	PBXIP1	1	154944076	154956123	gene
ENSG00000173599	PC	11	66848417	66958386	gene
ENSG00000225937	PCA3	9	76691980	76863307	gene
ENSG00000179270	PCARE	2	29060976	29074523	gene
ENSG00000253438	PCAT1	8	126556323	127419050	gene
ENSG00000280623	PCAT14	22	23536881	23547797	gene
ENSG00000265369	PCAT18	18	26687621	26703638	gene
ENSG00000267107	PCAT19	19	41449520	41501223	gene
ENSG00000251321	PCAT4	4	79827471	79877770	gene
ENSG00000280719	PCAT5	10	35778302	35800920	gene
ENSG00000228288	PCAT6	1	202810954	202812156	gene
ENSG00000231806	PCAT7	9	94555054	94603990	gene
ENSG00000166228	PCBD1	10	70882280	70888565	gene
ENSG00000132570	PCBD2	5	134905120	135007959	gene
ENSG00000169564	PCBP1	2	70087477	70089203	gene
ENSG00000179818	PCBP1-AS1	2	69960104	70103220	gene
ENSG00000197111	PCBP2	12	53452102	53481162	gene
ENSG00000282977	PCBP2-OT1	12	53464468	53465057	gene
ENSG00000235701	PCBP2P1	21	39171130	39172106	gene
ENSG00000253341	PCBP2P2	8	74603244	74604244	gene
ENSG00000248826	PCBP2P3	5	91843687	91844529	gene
ENSG00000183570	PCBP3	21	45643694	45942454	gene
ENSG00000205424	PCBP3-AS1	21	45827961	45837987	gene
ENSG00000090097	PCBP4	3	51957454	51974016	gene
ENSG00000175198	PCCA	13	100089015	100530437	gene
ENSG00000234650	PCCA-AS1	13	100464440	100481205	gene
ENSG00000274605	PCCA-DT	13	100053074	100088950	gene
ENSG00000114054	PCCB	3	136250340	136337896	gene
ENSG00000156453	PCDH1	5	141853090	141879246	gene
ENSG00000138650	PCDH10	4	133149294	133208606	gene
ENSG00000102290	PCDH11X	X	91779261	92623230	gene
ENSG00000099715	PCDH11Y	Y	5000226	5742224	gene
ENSG00000113555	PCDH12	5	141943581	141969741	gene
ENSG00000150275	PCDH15	10	53802771	55627942	gene
ENSG00000118946	PCDH17	13	57631744	57729311	gene
ENSG00000189184	PCDH18	4	137518918	137532494	gene
ENSG00000165194	PCDH19	X	100291644	100410273	gene
ENSG00000280165	PCDH20	13	61409685	61415522	gene
ENSG00000169851	PCDH7	4	30720415	31146805	gene
ENSG00000136099	PCDH8	13	52842889	52848641	gene
ENSG00000225510	PCDH8P1	13	53199981	53202753	gene
ENSG00000184226	PCDH9	13	66302834	67230445	gene
ENSG00000234527	PCDH9-AS1	13	66303871	66323561	gene
ENSG00000228842	PCDH9-AS2	13	66825169	66915031	gene
ENSG00000225263	PCDH9-AS3	13	66977432	66985776	gene
ENSG00000233840	PCDH9-AS4	13	66990886	67002007	gene
ENSG00000204970	PCDHA1	5	140786136	141012347	gene
ENSG00000250120	PCDHA10	5	140855883	141012347	gene
ENSG00000249158	PCDHA11	5	140868183	141012347	gene
ENSG00000251664	PCDHA12	5	140875302	141012347	gene
ENSG00000239389	PCDHA13	5	140882124	141012347	gene
ENSG00000249504	PCDHA14	5	140861224	140863521	gene
ENSG00000204969	PCDHA2	5	140794852	141012347	gene
ENSG00000255408	PCDHA3	5	140801028	141012347	gene
ENSG00000204967	PCDHA4	5	140806929	141012347	gene
ENSG00000204965	PCDHA5	5	140821604	141012347	gene
ENSG00000081842	PCDHA6	5	140827958	141012347	gene
ENSG00000204963	PCDHA7	5	140834248	141012347	gene
ENSG00000204962	PCDHA8	5	140841187	141012347	gene
ENSG00000204961	PCDHA9	5	140847772	141012347	gene
ENSG00000248383	PCDHAC1	5	140926299	141012347	gene
ENSG00000243232	PCDHAC2	5	140966470	141012347	gene
ENSG00000171815	PCDHB1	5	141051374	141059346	gene
ENSG00000120324	PCDHB10	5	141192353	141195647	gene
ENSG00000197479	PCDHB11	5	141199610	141203779	gene
ENSG00000120328	PCDHB12	5	141208697	141212571	gene
ENSG00000187372	PCDHB13	5	141213919	141218979	gene
ENSG00000120327	PCDHB14	5	141223343	141227759	gene
ENSG00000113248	PCDHB15	5	141245395	141249365	gene
ENSG00000272674	PCDHB16	5	141182387	141186226	gene
ENSG00000255622	PCDHB17P	5	141155996	141159061	gene
ENSG00000146001	PCDHB18P	5	141234333	141237529	gene
ENSG00000262096	PCDHB19P	5	141239923	141243034	gene
ENSG00000112852	PCDHB2	5	141094606	141098703	gene
ENSG00000113205	PCDHB3	5	141100473	141103827	gene
ENSG00000081818	PCDHB4	5	141121818	141125623	gene
ENSG00000113209	PCDHB5	5	141135206	141138615	gene
ENSG00000113211	PCDHB6	5	141150057	141153287	gene
ENSG00000113212	PCDHB7	5	141172644	141176383	gene
ENSG00000120322	PCDHB8	5	141177790	141180539	gene
ENSG00000177839	PCDHB9	5	141187127	141191541	gene
ENSG00000204956	PCDHGA1	5	141330514	141512975	gene
ENSG00000253846	PCDHGA10	5	141412987	141512975	gene
ENSG00000253873	PCDHGA11	5	141421047	141512975	gene
ENSG00000253159	PCDHGA12	5	141430507	141512975	gene
ENSG00000081853	PCDHGA2	5	141338760	141512975	gene
ENSG00000254245	PCDHGA3	5	141343829	141512975	gene
ENSG00000262576	PCDHGA4	5	141355021	141512975	gene
ENSG00000253485	PCDHGA5	5	141364162	141512975	gene
ENSG00000253731	PCDHGA6	5	141373891	141512975	gene
ENSG00000253537	PCDHGA7	5	141382739	141512975	gene
ENSG00000253767	PCDHGA8	5	141390157	141512975	gene
ENSG00000261934	PCDHGA9	5	141402778	141512975	gene
ENSG00000254221	PCDHGB1	5	141350099	141512975	gene
ENSG00000253910	PCDHGB2	5	141359994	141512975	gene
ENSG00000262209	PCDHGB3	5	141370242	141512975	gene
ENSG00000253953	PCDHGB4	5	141387698	141512975	gene
ENSG00000276547	PCDHGB5	5	141397947	141512975	gene
ENSG00000253305	PCDHGB6	5	141408021	141512979	gene
ENSG00000254122	PCDHGB7	5	141417645	141512975	gene
ENSG00000248449	PCDHGB8P	5	141426286	141429158	gene
ENSG00000276545	PCDHGB9P	5	141439853	141442449	gene
ENSG00000240184	PCDHGC3	5	141475947	141512977	gene
ENSG00000242419	PCDHGC4	5	141484997	141512975	gene
ENSG00000240764	PCDHGC5	5	141489081	141512975	gene
ENSG00000132635	PCED1A	20	2835314	2841190	gene
ENSG00000179715	PCED1B	12	47079603	47236662	gene
ENSG00000247774	PCED1B-AS1	12	47205898	47216456	gene
ENSG00000231254	PCED1CP	2	212832161	212832945	gene
ENSG00000165494	PCF11	11	83156988	83187451	gene
ENSG00000269939	PCF11-AS1	11	83185521	83187036	gene
ENSG00000227418	PCGEM1	2	192749845	192776899	gene
ENSG00000115289	PCGF1	2	74505043	74507695	gene
ENSG00000277258	PCGF2	17	38733898	38749817	gene
ENSG00000185619	PCGF3	4	705748	770640	gene
ENSG00000180628	PCGF5	10	91163012	91284337	gene
ENSG00000156374	PCGF6	10	103302796	103351144	gene
ENSG00000268140	PCGF7P	19	22137931	22138981	gene
ENSG00000126226	PCID2	13	113177536	113208715	gene
ENSG00000100982	PCIF1	20	45934683	45948023	gene
ENSG00000124253	PCK1	20	57561080	57568121	gene
ENSG00000100889	PCK2	14	24094053	24110598	gene
ENSG00000166803	PCLAF	15	64364304	64387687	gene
ENSG00000186472	PCLO	7	82754012	83162930	gene
ENSG00000078674	PCM1	8	17922840	18027975	gene
ENSG00000120265	PCMT1	6	149749443	149811420	gene
ENSG00000168300	PCMTD1	8	51817575	51899186	gene
ENSG00000226061	PCMTD1P1	Y	10173853	10174207	gene
ENSG00000260087	PCMTD1P2	16	34139189	34139543	gene
ENSG00000234800	PCMTD1P3	7	23721311	23721782	gene
ENSG00000282949	PCMTD1P7	20	29321310	29321666	gene
ENSG00000203880	PCMTD2	20	64255695	64287821	gene
ENSG00000132646	PCNA	20	5114953	5126626	gene
ENSG00000249065	PCNAP1	4	99160514	99161645	gene
ENSG00000214009	PCNAP3	X	46058751	46059528	gene
ENSG00000254544	PCNAP4	11	19274540	19275269	gene
ENSG00000081154	PCNP	3	101574180	101594465	gene
ENSG00000258359	PCNPP1	12	111669852	111670362	gene
ENSG00000225856	PCNPP2	9	88970887	88971341	gene
ENSG00000213344	PCNPP3	12	65645992	65646462	gene
ENSG00000237089	PCNPP4	X	75537547	75538702	gene
ENSG00000177197	PCNPP5	13	48328084	48328564	gene
ENSG00000160299	PCNT	21	46324141	46445769	gene
ENSG00000100731	PCNX1	14	70907405	71115382	gene
ENSG00000135749	PCNX2	1	232983435	233295725	gene
ENSG00000197136	PCNX3	11	65615776	65637439	gene
ENSG00000126773	PCNX4	14	60091911	60169133	gene
ENSG00000106333	PCOLCE	7	100602363	100608175	gene
ENSG00000163710	PCOLCE2	3	142815922	142889206	gene
ENSG00000224729	PCOLCE-AS1	7	100589402	100604206	gene
ENSG00000205861	PCOTH	13	23888842	23897263	gene
ENSG00000174788	PCP2	19	7631611	7633719	gene
ENSG00000183036	PCP4	21	39867438	39929397	gene
ENSG00000248485	PCP4L1	1	161258745	161285450	gene
ENSG00000286027	PCSEAT	21	41580475	41582887	gene
ENSG00000175426	PCSK1	5	96390333	96434143	gene
ENSG00000102109	PCSK1N	X	48831096	48835610	gene
ENSG00000125851	PCSK2	20	17226107	17484578	gene
ENSG00000115257	PCSK4	19	1481428	1490752	gene
ENSG00000099139	PCSK5	9	75890644	76362975	gene
ENSG00000140479	PCSK6	15	101289784	101525202	gene
ENSG00000259764	PCSK6-AS1	15	101334437	101337428	gene
ENSG00000160613	PCSK7	11	117204337	117232525	gene
ENSG00000169174	PCSK9	1	55039447	55064852	gene
ENSG00000141179	PCTP	17	55751051	55842830	gene
ENSG00000116005	PCYOX1	2	70257386	70281185	gene
ENSG00000145882	PCYOX1L	5	149358037	149369653	gene
ENSG00000161217	PCYT1A	3	196214222	196287957	gene
ENSG00000102230	PCYT1B	X	24558087	24672677	gene
ENSG00000236836	PCYT1B-AS1	X	24650073	24658237	gene
ENSG00000185813	PCYT2	17	81900958	81911432	gene
ENSG00000106244	PDAP1	7	99392048	99408597	gene
ENSG00000116703	PDC	1	186443566	186461114	gene
ENSG00000229739	PDC-AS1	1	186423481	186521147	gene
ENSG00000188389	PDCD1	2	241849884	241858894	gene
ENSG00000114209	PDCD10	3	167683298	167734939	gene
ENSG00000148843	PDCD11	10	103396626	103446294	gene
ENSG00000197646	PDCD1LG2	9	5510531	5571282	gene
ENSG00000071994	PDCD2	6	170575295	170584692	gene
ENSG00000126249	PDCD2L	19	34404399	34426168	gene
ENSG00000150593	PDCD4	10	110871795	110900006	gene
ENSG00000203497	PDCD4-AS1	10	110869868	110872233	gene
ENSG00000105185	PDCD5	19	32581190	32587453	gene
ENSG00000255909	PDCD5P1	12	19413153	19413461	gene
ENSG00000251107	PDCD5P2	5	76280956	76281267	gene
ENSG00000249915	PDCD6	5	271621	314974	gene
ENSG00000288622	PDCD6-AHRR	5	271670	438291	gene
ENSG00000170248	PDCD6IP	3	33798571	33869707	gene
ENSG00000271643	PDCD6IP-DT	3	33793644	33798539	gene
ENSG00000275325	PDCD6IPP1	15	22727104	22744918	gene
ENSG00000261377	PDCD6IPP2	15	28789664	28859007	gene
ENSG00000090470	PDCD7	15	65117379	65133808	gene
ENSG00000136940	PDCL	9	122798389	122828588	gene
ENSG00000163440	PDCL2	4	55556519	55592245	gene
ENSG00000228610	PDCL2P1	X	23198339	23198690	gene
ENSG00000255058	PDCL2P2	11	65160194	65160382	gene
ENSG00000115539	PDCL3	2	100562993	100576739	gene
ENSG00000226301	PDCL3P1	8	60387262	60387995	gene
ENSG00000282989	PDCL3P2	8	101871830	101872549	gene
ENSG00000214286	PDCL3P3	3	17877455	17878169	gene
ENSG00000244119	PDCL3P4	3	101712472	101713191	gene
ENSG00000213089	PDCL3P5	6	150827663	150828384	gene
ENSG00000224255	PDCL3P6	1	52179848	52180553	gene
ENSG00000256777	PDCL3P7	12	66275940	66276651	gene
ENSG00000112541	PDE10A	6	165327287	165988078	gene
ENSG00000284741	PDE11A	2	177628069	178108339	gene
